"","month","LongDes","sum(ItemQuant)"
"2971",7,"FREAL BL/RSP/POM SMOOTHIE",13
"2972",7,"FREAL CAPPUCCINO COFFEE",23
"2973",7,"FREAL MALT MILKSHAKE",31
"2974",7,"FREAL MANGO SMOOTHIE",10
"2975",7,"FREAL MILKSHAKE CHOC",49
"2976",7,"FREAL MILKSHAKE CKIES N CRM",83
"2977",7,"FREAL MILKSHAKE COOKIES N CRM 16OZ",1
"2978",7,"FREAL MILKSHAKE MINT",31
"2979",7,"FREAL MILKSHAKE REESES",46
"2980",7,"FREAL MILKSHAKE REESES BTR CUP16OZ",1
"2981",7,"FREAL MILKSHAKE STRW",23
"2982",7,"FREAL MILKSHAKE VAN",35
"2983",7,"FREAL SMOOTHIE BB RSP PMGRNTE 16OZ",1
"2984",7,"FREAL SMOOTHIE MANGO 16OZ",1
"2985",7,"FREAL STRW/BAN SMOOTHIE",36
"2986",7,"FRTARE STRW,MXD BRY,MILK",17
"2987",7,"FRUITTARE FRT MILK BANANA",23
"2988",7,"FRUITTARE REAL FRT MANGO",21
"2989",7,"GANDY I. CRM MOOSE TRACKS",38
"2990",7,"GANDY I.CRM CARAMEL CARIBOU",24
"2991",7,"GANDY I.CRM CHERRY VANILLA",16
"2992",7,"GANDY I.CRM NEAPOLITAN",25
"2993",7,"GANDY ICE CRM CHOCOLATE",19
"2994",7,"GANDY ICE CRM VANILLA",92
"2995",7,"GANDY SLIM & TRM VANILLA",19
"2996",7,"GANDYS VANILLA ICE CREAM 4QT",158
"2997",7,"GELATO CRML TFFEE CRNCH",8
"2998",7,"GELATO EXPRSSO CPPCCNO CR",4
"2999",7,"GELATO ROMAN CRM SWRL",7
"3000",7,"GELATO TIRAMISU CHOC CFFE",5
"3001",7,"HAAGEN DAZ CUP CHOC PNUT BTTR",162
"3002",7,"HAAGEN DAZ VAN YOGURT",7
"3003",7,"HAAGEN DAZS BTR PECAN",68
"3004",7,"HAAGEN DAZS CHOC ICE CREAM",71
"3005",7,"HAAGEN DAZS CHOC PNUT BTTR",49
"3006",7,"HAAGEN DAZS COFFEE IC",65
"3007",7,"HAAGEN DAZS CUP CHOCOLATE",89
"3008",7,"HAAGEN DAZS CUP COFFEE",148
"3009",7,"HAAGEN DAZS CUP VANILLA",75
"3010",7,"HAAGEN DAZS GELATO CUP SEA SLT CRML",73
"3011",7,"HAAGEN DAZS GELATO DRK CHOC CHP",23
"3012",7,"HAAGEN DAZS GELATO LIMONCELLO",34
"3013",7,"HAAGEN DAZS GELATO SEA SALT CRML",40
"3014",7,"HAAGEN DAZS GELATO STRACCIATELL",14
"3015",7,"HAAGEN DAZS GELATO VAN BEAN",6
"3016",7,"HAAGEN DAZS RUM RAISIN",38
"3017",7,"HAAGEN-DAZ VAN BEAN",37
"3018",7,"HAAGN DAZ GELATO CAPPUCCINO",23
"3019",7,"HAG DAZ VANILLA",86
"3020",7,"HAGEN DAZ CHOCOLATE",50
"3021",7,"HAGEN DAZ COFFEE",76
"3022",7,"HAGEN DAZ STWBRRY IC",46
"3023",7,"HAGEN DAZ VANILLA ICE CREAM",64
"3024",7,"HAGEN DAZS CHOC CHOC CHP",34
"3025",7,"HAGEN DAZS VAN SWSS ALMD",39
"3026",7,"HAGN DAZ GELATO BLK CHRY AMRTO",13
"3027",7,"HD CARAMEL CONE CUP",172
"3028",7,"HD VAN CHOC PNUT BTR BAR",6
"3029",7,"HGN DAZS CUP DULC DE LECHE",115
"3030",7,"JLLY LLMA SORBET 4SQZ PNAPLE",5
"3031",7,"JOLLY LLAMA SORBET 45QZUP BAN CCNUT",8
"3032",7,"JOLLY LLAMA SORBET 45QZUP MANGO",11
"3033",7,"JOLLY LLAMA SORBET 45QZUP RSPBRY",12
"3034",7,"JOLLY LLAMA SORBET 45QZUP STRWBRY",10
"3035",7,"JULIES BLACKBERRY SORBET BAR",4
"3036",7,"JULIES FUDGE BAR",13
"3037",7,"JULIES ICRM SANDWICH",14
"3038",7,"KEMPS FF CHOC FRZN YOG",42
"3039",7,"KEMPS FF CRML PRALINE YOG",32
"3040",7,"KEMPS FF NSA VAN YOG",42
"3041",7,"KEMPS FF STRW FRZN YOG",29
"3042",7,"KEMPS FF VAN FRZN YOG",31
"3043",7,"KEMPS LF BLK JCK CHRY YOG",45
"3044",7,"KEMPS LF BTTR PECAN YOG",31
"3045",7,"KEMPS LF CHOC ALMND",18
"3046",7,"KEMPS LF CRML BROWNIE YOG",20
"3047",7,"KEMPS LF MOOSE TRKS YOG",34
"3048",7,"KEMPS LF SEA SALT CRML YOG",30
"3049",7,"KEMPS LF VAN BEAN YOG",49
"3050",7,"KLNDK CKS CRM KANDY BAR",27
"3051",7,"KLNDK CRML PNUT KANDY BAR",33
"3052",7,"KLNDK FDGE CRNCH KANDY BR",15
"3053",7,"KLONDIKE HEATH BAR",73
"3054",7,"KLONDIKE MINT CHOC CHIP",40
"3055",7,"KLONDIKE ORIGINAL VAN",108
"3056",7,"KLONDIKE RED FAT NSA",55
"3057",7,"KLONDIKE VANILLA SANDWICH",108
"3058",7,"LIFEWAY KEFIR TT MANGO",34
"3059",7,"LIFEWAY KEFIR TT ORIGINAL",10
"3060",7,"LIFEWAY KEFIR TT PMGRANT",21
"3061",7,"LIFEWAY KEFIR TT STRWBRY",34
"3062",7,"LUIGIS ITAL ICE VARTY PK",60
"3063",7,"LUIGIS ITALIAN ICE CHERRY",58
"3064",7,"LUIGIS ITALIAN ICE NS VRTY",42
"3065",7,"M/MAID SFT FRZN LEMONADE",45
"3066",7,"M/MAID SFT FRZN LIMEADE",33
"3067",7,"MAGNOLIA ICE CREAM CCNUT",6
"3068",7,"MAGNOLIA ICE CREAM TRPCL AVCDO",13
"3069",7,"MAGNOLIA ICE CREAM TRPCL UBE",6
"3070",7,"MAGNUM DBL CRML IC BARS",123
"3071",7,"MAGNUM GOLD 3PK",42
"3072",7,"MGNM MINI ALMND WHT VRTY",85
"3073",7,"MINUTE MAID JUICE BARS",40
"3074",7,"MONSTER MUNCH SPECKLED SLIME",1
"3075",7,"MOUNDS ICRM BARS",15
"3076",7,"NE CLASSIC DRMSTICK COMBO",174
"3077",7,"NE CLASSIC DRMSTK VNLLA",180
"3078",7,"NESTLE LIL DRUM CHOC SWIRL",49
"3079",7,"OSD ND CHOC VELVET OG",8
"3080",7,"OSD ND CREAMY VANILLA OG",14
"3081",7,"OSD ND NEOPOLITAN",6
"3082",7,"POPSICLE FIRECRACKER JR",104
"3083",7,"POPSICLE FUDGSICLE NSA",151
"3084",7,"POPSICLE OR/GR/CHRY",135
"3085",7,"POPSICLE S/F OR/CH/GR",207
"3086",7,"POPSICLE SCRIBBLERS",123
"3087",7,"POPSICLE SF ORG/CHRY/GRP",100
"3088",7,"POPSICLE SF TROPICALS",87
"3089",7,"PPSCL JB TFRTI,VN CHRY,BL",52
"3090",7,"PPSCLE REDS CHRY,RSP,STRW",86
"3091",7,"RBYS RCKT DSSRT FRZ GLXY",9
"3092",7,"RBYS RCKT DSSRT FRZ ORBT",6
"3093",7,"RBYS RCKT DSSRT FRZ RCK",14
"3094",7,"REESE'S ICE CREAM CUP",63
"3095",7,"RICE DREAM BITES VAN",13
"3096",7,"RICE DREAM VAN",12
"3097",7,"S.COW CHOC.VAN SANDWICH",50
"3098",7,"S/COW NSA VANILLA SANDWICH",75
"3099",7,"SCOOPS BANANA NUT",20
"3100",7,"SCOOPS BUTTER PECAN",24
"3101",7,"SCOOPS CHOCOLATE",44
"3102",7,"SCOOPS CHOCOLATE CHIP",33
"3103",7,"SCOOPS COOKIES & CREAM",50
"3104",7,"SCOOPS LOWFAT CHOCOLATE",6
"3105",7,"SCOOPS LOWFAT VANILLA",7
"3106",7,"SCOOPS MUDSLIDE COFFEE I/C",16
"3107",7,"SCOOPS NEOPOLITAN",49
"3108",7,"SCOOPS ROCKY ROAD",31
"3109",7,"SCOOPS STRAWBERRY",26
"3110",7,"SCOOPS TSTD ALMOND FUDGE",52
"3111",7,"SCOOPS VANILLA",186
"3112",7,"SCOOPS VANILLA FUDGE",37
"3113",7,"SK ICE CRM SAND LF VAN",70
"3114",7,"SKINNY COW COOKIES & CRM",9
"3115",7,"SKINNY COW FUDGE BAR",42
"3116",7,"SLIM A BEAR 100CAL VAN BAR",80
"3117",7,"SLIM ABEAR 100CA TOFF/FRVAN",120
"3118",7,"SNICKERS BAR",227
"3119",7,"SNICKERS ICE CRM BARS",107
"3120",7,"SO DEL BAR CNUT ICRM ALM",24
"3121",7,"SO DEL CNUT BAN SPLT MINI SNDW",11
"3122",7,"SO DEL COCNT CHOC ICRM",21
"3123",7,"SO DEL COCONT CKY DGH",26
"3124",7,"SO DEL COCONT MLK ICRM",7
"3125",7,"SO DEL COCONT MOCHA",22
"3126",7,"SO DEL COCONT VAN",30
"3127",7,"SO DELICIO SYICRM MIN SAN VAN",13
"3128",7,"SORBETTO BLOOD ORANGE",1
"3129",7,"SORBETTO LEMON",2
"3130",7,"SOY DELC CHOC OBESSN OG2",19
"3131",7,"STN RDG BAN SPLT ICRM",136
"3132",7,"STN RDG CH ALM FDG ICRM",204
"3133",7,"STN RDG CH CHRY BRDX ICRM",112
"3134",7,"STN RDG CHC CHP ICRM SCRND",131
"3135",7,"STN RDG CHOC ICRM SCRND",214
"3136",7,"STN RDG CKS N CRM ICRM SC",224
"3137",7,"STN RDG CRM PRLN PCN ICRM",192
"3138",7,"STN RDG CRML CHSCK ICRM",110
"3139",7,"STN RDG CRML WFL CNE ICRM",153
"3140",7,"STN RDG DB BRY CHSCK ICRM",121
"3141",7,"STN RDG DBL VAN ICRM",281
"3142",7,"STN RDG FR VAN ICRM SCRND",240
"3143",7,"STN RDG IC SNDWCH",244
"3144",7,"STN RDG KRNCH ICRM BAR",85
"3145",7,"STN RDG MINI SNDWCH",78
"3146",7,"STN RDG NPLTN ICRM SCRND",127
"3147",7,"STN RDG ORANGE SHERBET",34
"3148",7,"STN RDG PISTCH ICRM SCRND",139
"3149",7,"STN RDG PNT BTR CUP ICRM",166
"3150",7,"STN RDG POLAR ICECRM BAR",15
"3151",7,"STN RDG RAINBOW SHERBET",53
"3152",7,"STN RDG RASP SHERBET",39
"3153",7,"STN RDG SLTD CRML ICRM",112
"3154",7,"STN RDG SPUMONI ICRM",86
"3155",7,"STN RDG STRW ICRM SCRND",118
"3156",7,"STN RDG VAN ICRM BRS",100
"3157",7,"STN RDG VAN ICRM SCRND",249
"3158",7,"STN RDG VANILLA CONE",55
"3159",7,"STN RDG VRTY CONE",82
"3160",7,"STNYFLD FRZN YOG DRK CHOC",24
"3161",7,"STNYFLD LF MNT CHO YGRT OG2",3
"3162",7,"STNYFLD NF VAN FDG YGRT OG2",25
"3163",7,"STNYFLD NF VAN YOGRT OG2",21
"3164",7,"STNYFLD YGRT FRZ NF BAR VAN W/CHOC",21
"3165",7,"STONY YGRT GRK FRZ FF VAN",18
"3166",7,"STONY YOGURT FRZ FF BLBRY",15
"3167",7,"STONY YOGURT FRZ FF CHOC",72
"3168",7,"STONY YOGURT FRZ FF HONEY",4
"3169",7,"SV ASSTD POPS",55
"3170",7,"SV CHOC CHIP ICRM SQUARE",13
"3171",7,"SV CHOC ICE CREAM SQUARE",14
"3172",7,"SV CHOC PAIL ICE CREAM",63
"3173",7,"SV FUDGE BARS",43
"3174",7,"SV NEAPLTN ICE CRM SQUARE",12
"3175",7,"SV NEAPOLITAN PAIL ICECRM",108
"3176",7,"SV RD WHT BLUE POPS",22
"3177",7,"SV STRW PAIL ICE CREAM",53
"3178",7,"SV VAN ICE CREAM SQUARE",22
"3179",7,"SV VANILLA PAIL ICE CREAM",254
"3180",7,"SWT FRDM VAN ICRM CONE",12
"3181",7,"SYDRM BTR PCAN DSERT",19
"3182",7,"TALENTI BLOOD ORANGE SORBETTO",18
"3183",7,"TALENTI GEL FUDGE BROWNIE",58
"3184",7,"TALENTI GELATO CARIBBEAN COCONUT",53
"3185",7,"TALENTI GELATO CH/PNT BTR CUP",62
"3186",7,"TALENTI GELATO CRML CKIE CRNCH",115
"3187",7,"TALENTI GELATO DBE DRK CHOC",74
"3188",7,"TALENTI GELATO MILK CHOC",56
"3189",7,"TALENTI GELATO PISTACHIO",78
"3190",7,"TALENTI GELATO ROMAN RASP SORBETTO",71
"3191",7,"TALENTI GELATO SEA SALT",86
"3192",7,"TALENTI GELATO VANILLA BEAN",88
"3193",7,"TFTT CUTIS MNT CHCHP DF",4
"3194",7,"THR TWNS IC CRM STRWBRY",5
"3195",7,"THREE TWINS ICE CRM CRML",3
"3196",7,"THREE TWINS ICECRM SNDWCH",6
"3197",7,"THREE TWNS ICE CRM CHOC",11
"3198",7,"THREE TWNS ICE CRM VAN",2
"3199",7,"THREE TWNS ICE CRM VAN C",5
"3200",7,"TLNTI GEL BLK RSP CHC CHP",39
"3201",7,"TOFUTTI CUTIES CHOCOLATE",3
"3202",7,"TOFUTTI CUTIES VANILLA",7
"3203",7,"WONKA PUSH UP 9 CT BOX",41
"3204",7,"WW BLBRY SWRL BARS",53
"3205",7,"WW BLK CHRY SWRL GRK FRZN",3
"3206",7,"WW CANDY BARS 6/2 FL OZ",103
"3207",7,"WW CHOC SMTH BARS",35
"3208",7,"WW CKIES&CRM BARS",55
"3209",7,"WW DIVINE TRIPLE CHOCOLATE BARS",48
"3210",7,"WW DRK CHC DULCE DE LECHE",38
"3211",7,"WW DRK CHOC RSPB BARS",85
"3212",7,"WW ENGLSH TFEE CRCH BAR",146
"3213",7,"WW GIANT CHOC FUDGE BAR",173
"3214",7,"WW GIANT LATTE BAR",28
"3215",7,"WW PCH SWIRL BARS",34
"3216",7,"WW SLTD CRML ICECRM BAR",109
"3217",7,"WW SNACK SIZE VAN FUDGE SWRL CONES",82
"3218",7,"WW SNK SZ CHOC FDG BARS",86
"3219",7,"WW SNK SZ VP ICE CRM SNDWCH",33
"3220",7,"WW STRAW SWRL GRK FRZN YOG",16
"3221",7,"WW STRW SMOOTHIE BARS",43
"3222",7,"WW VAN RND ICE CRM SNDWCH",104
"3223",7,"YASSO BLBRY BAR",24
"3224",7,"YASSO COCONUT BAR",28
"3225",7,"YASSO MANGO BAR",35
"3226",7,"YASSO RASP BAR",29
"3227",7,"YASSO STRW BAR",40
"3228",7,"YORK PEPPERMINT ICRM PATTY",17
"3229",8,"*CV*DIPPIN DOT COTTON CANDY",17
"3230",8,"*CV*DIPPIN DOTS BAN SPLIT",68
"3231",8,"*CV*DIPPIN DOTS BIRTHDAY CAKE",30
"3232",8,"*CV*DIPPIN DOTS CHOC",60
"3233",8,"*CV*DIPPIN DOTS CKIE DGH",62
"3234",8,"*CV*DIPPIN DOTS CKIES/CRM",53
"3235",8,"*CV*DIPPIN DOTS ICE RNBW",90
"3236",8,"*CV*DIPPIN DOTS MINT CHOC",57
"3237",8,"*CV*DIPPIN DOTS VAN ICE CRM",50
"3238",8,"*D*BUDGET SAVER SF TWIN POPS",3
"3239",8,"*D*HD CHOCOLATE CUP",1
"3240",8,"*D*HD DULCE DE LECHE CUP",1
"3241",8,"*R* DREYERS FRT BAR LIME",72
"3242",8,"*R* HD DULCE DE LECHE CARAMEL",56
"3243",8,"*S*KEMP'S CANDY CANE ICECREAM",5
"3244",8,"*S*KEMP'S CINNAMON ICECREAM",3
"3245",8,"*S*KEMP'S HLDY VAN ICECREAM",0
"3246",8,"*S*KEMP'S PUMPKIN PIE ICECREAM",6
"3247",8,"ALDENS IC SALTED CARAMEL",5
"3248",8,"ALDENS ICE CREAM CHOC CHP",10
"3249",8,"ALDENS ICE CREAM CKIE CRM",10
"3250",8,"ALDENS ICE CREAM VANILLA",46
"3251",8,"ALDENS ICRM MINT CHIP OG2",11
"3252",8,"ALMOND DREAM CAPP SWIRL",22
"3253",8,"ALMOND DREAM CHOC",31
"3254",8,"ALMOND DREAM CHOC BITES",12
"3255",8,"ALMOND DREAM ICECRM SNDWCH",2
"3256",8,"ALMOND DREAM PRLN CRNCH",64
"3257",8,"ALMOND DREAM VNLA",3
"3258",8,"ALMOND DREAM VNLA BITE",9
"3259",8,"AMY'S DSRT N0NDRY CHO",4
"3260",8,"AMY'S DSRT N0NDRY MINT",1
"3261",8,"AMY'S DSRT N0NDRY VNL",4
"3262",8,"ARTIC ZERO ICE CRM CHOC",31
"3263",8,"ARTIC ZERO ICE CRM CHOC PNUT BTR",87
"3264",8,"ARTIC ZERO ICE CRM COFFEE",9
"3265",8,"ARTIC ZERO ICE CRM COOKIE N CRM",60
"3266",8,"ARTIC ZERO ICE CRM MINT CHOC CKY",5
"3267",8,"ARTIC ZERO ICE CRM VANILLA",91
"3268",8,"B BELL ASST FRZN YOGURT HG",71
"3269",8,"B BELL ASST GOLD ICE CRM HG",2333
"3270",8,"B BELL BROWN RIM I/CREAM HG",830
"3271",8,"B BELL LIGHT I/CREAM HG",49
"3272",8,"B BELL NO SUGAR ADDED HG",174
"3273",8,"B BUNNY MINI SWRL VAN CONES",122
"3274",8,"B&J BAN P/BTR GRK YOG",30
"3275",8,"B&J BLBRY VAN GRHM GRK YOG",36
"3276",8,"B&J CHEESECAKE BROWNIE",131
"3277",8,"B&J CHERRY GARCIA",209
"3278",8,"B&J CHERRY GARCIA CUP",150
"3279",8,"B&J CHOC FDG BROWNIE",198
"3280",8,"B&J CHOC FDG BROWNIE CUP",239
"3281",8,"B&J CHOCC CHP COOKIE DOUGH",186
"3282",8,"B&J CHUNKEY MONKEY",120
"3283",8,"B&J CINNAMON BUNS",85
"3284",8,"B&J COFFEE BUZZ",86
"3285",8,"B&J COFFEE W/HEATH",111
"3286",8,"B&J COOKIE DOUGH CUP",264
"3287",8,"B&J FY CHERRY GARCIA",80
"3288",8,"B&J KARAMEL SUTRA",105
"3289",8,"B&J MILK & COOKIES",172
"3290",8,"B&J NEW YORK SUPER FUDGE",77
"3291",8,"B&J PEANUT BUTTER CUP",123
"3292",8,"B&J PHISH FOOD PT",150
"3293",8,"B&J PNT BTTR FUDGE CORE",87
"3294",8,"B&J RASP FDG CHNK GRK YOG",24
"3295",8,"B&J RED VELVET CAKE ICE CRM",67
"3296",8,"B&J SLTD CARAMEL CORE",102
"3297",8,"B&J STPHN COLBRT AMRICNE DREAM",157
"3298",8,"B&J STRW SHRCK GRK YOG",34
"3299",8,"B&J VANILLA",57
"3300",8,"B.BELL FUDGE BARS",278
"3301",8,"B/BNY SWT FREEDOM VAN SNK SZ CONES",45
"3302",8,"BB BANANA FUDGE BAR",107
"3303",8,"BB BDAY PARTY SNDWCH",51
"3304",8,"BB BORDEAUX CHRY CHOC",41
"3305",8,"BB BULLETS",74
"3306",8,"BB CHAMP VAR PK CONES",109
"3307",8,"BB CHOC & VAN CUPS 12CT",77
"3308",8,"BB CHOC FUDGE BAR",51
"3309",8,"BB CKS/CREAM SANDWICH SINGLE",122
"3310",8,"BB CNTRY CONE CKS/CRM SGL",99
"3311",8,"BB CNTRY CONE VANILLA SINGLE",145
"3312",8,"BB CREME POPS",41
"3313",8,"BB DIPPED COCONUT FRT BARS",61
"3314",8,"BB FUDGE BOMBSTIK SINGLE",357
"3315",8,"BB HOMEMADE VANILLA CUP SGL",21
"3316",8,"BB ICE CREAM SANDWICH",143
"3317",8,"BB ICE CREAM SANDWICH SINGLE",140
"3318",8,"BB KRUNCH BAR SINGLE",39
"3319",8,"BB LIME FRUIT BAR SNGLE",3
"3320",8,"BB MINI SANDWICH",113
"3321",8,"BB MINI SWIRL CRML CONES",70
"3322",8,"BB MINI SWRL BDAY PRTY CONE",50
"3323",8,"BB MIXED BERRIES FRT BARS",75
"3324",8,"BB NEAO SANDWICH SINGLE",69
"3325",8,"BB PREM BUNNY TRACKS",65
"3326",8,"BB PREM BUTTER PECAN",61
"3327",8,"BB PREM CHUNKY CHOC CHIP",37
"3328",8,"BB PREM COOKIES N CREAM",96
"3329",8,"BB PREM DBL STRWBRY",54
"3330",8,"BB PREM HOMEMADE CHOC",94
"3331",8,"BB PREM HOMEMADE VAN",194
"3332",8,"BB PREM MINT CHOC CHIP",95
"3333",8,"BB PREM NEAPOLITAN",43
"3334",8,"BB PREM PNUT BTTR PANIC",63
"3335",8,"BB PREM ROCKY ROAD",52
"3336",8,"BB PREM TSTD ALMND FUDGE",35
"3337",8,"BB RAINBOW FREEZE SINGLE",87
"3338",8,"BB RAINBOW POP UPS SINGLE",104
"3339",8,"BB SMPLY VAN SNCWCH",144
"3340",8,"BB STRW FRUIT BARS",227
"3341",8,"BB STRWBRRY DPPD FRT BARS",74
"3342",8,"BB SUNDAE CUPS",13
"3343",8,"BB SWEET FREEDOM VAN",80
"3344",8,"BB SWT FRDM BAN SPLIT",31
"3345",8,"BB SWT FRDM BTR PECAN",44
"3346",8,"BB SWT FRDM BUNNY TRACKS",40
"3347",8,"BB SWT FRDM VRTY PK BARS",29
"3348",8,"BB TRPL DLGHT SNDWCH",119
"3349",8,"BBELL ASST FLAVOR PINTS",2350
"3350",8,"BBNY CARAMEL KRUNCH BARS",54
"3351",8,"BBNY CHAMP CONE VAN",136
"3352",8,"BBNY FUDGE BARS",36
"3353",8,"BBNY SWT FRDM IC LITES",58
"3354",8,"BBNY SWT FRDM KRNCH LT",10
"3355",8,"BBUNNY PREM PIST ALMOND",39
"3356",8,"BBUNNY SWT FRDM FDG LT",72
"3357",8,"BJ SMORES",89
"3358",8,"BL BUNNY PREM VAN BEAN",151
"3359",8,"BLUE BELL AST SHERBET",73
"3360",8,"BLUE BELL BANANA POPS",97
"3361",8,"BLUE BELL BRTHDAY CK CUPS 12CT",42
"3362",8,"BLUE BELL CCNT FRUIT BARS",61
"3363",8,"BLUE BELL CHOC ECLAIR BAR",24
"3364",8,"BLUE BELL DBL VNLA IC SNDW",62
"3365",8,"BLUE BELL DREAM BAR",115
"3366",8,"BLUE BELL HMADE VAN CUPS 12CT",81
"3367",8,"BLUE BELL KRUNCH BARS",131
"3368",8,"BLUE BELL LIME FRUIT BARS",106
"3369",8,"BLUE BELL MINI CONE",92
"3370",8,"BLUE BELL MINI PARTY CONES",38
"3371",8,"BLUE BELL MOOO BAR",11
"3372",8,"BLUE BELL PEACH FRT BARS",57
"3373",8,"BLUE BELL STRWBRY SHRTCK BR",90
"3374",8,"BLUE BUNNY BIG FUDGE BARS",110
"3375",8,"BLUE BUNNY ORANGE DREAM BAR 2.25OZ",76
"3376",8,"BLUE BUNNY ORIG BOMB POP",144
"3377",8,"BLUE BUNNY PREM VAN",136
"3378",8,"BLUEBELL MINI RAINBOWS",-1
"3379",8,"BLUEBELL MOOO BARS",192
"3380",8,"BLUEBELL NS ADDED PT",69
"3381",8,"BLUEBELL SF BULLETS",89
"3382",8,"BLUEBELL SHERBET RAINBOW",21
"3383",8,"BOMB POP HWN PNCH",71
"3384",8,"BOMB POPS WATERMELON",70
"3385",8,"BREYER NAT LT CRMY VANILLA",35
"3386",8,"BREYER NTRL CHRY VANILLA",49
"3387",8,"BREYER NTRL FRCH VAN",130
"3388",8,"BREYER VANILLA ICE CREAM",179
"3389",8,"BREYER WFL CONE W/HRSHY CHOC CHP",57
"3390",8,"BREYERS BLASTS BDAY",47
"3391",8,"BREYERS BLASTS CREAMSICLE",51
"3392",8,"BREYERS CARB SMART CHOC",77
"3393",8,"BREYERS CO B GS THIN MINTS",63
"3394",8,"BREYERS CO BRAND M&MS",21
"3395",8,"BREYERS FAT FREE CRMY VAN",32
"3396",8,"BREYERS LACTOSE FREE VAN",78
"3397",8,"BREYERS NAT ROCKY ROAD",53
"3398",8,"BREYERS NAT STRAWBERRY",50
"3399",8,"BREYERS NSA VANILLA",65
"3400",8,"BREYERS NTRL CHOC",78
"3401",8,"BREYERS SNICKERS IC CRM",89
"3402",8,"BRYER SMRT CARB VAN I/C",52
"3403",8,"BRYERS OREO CHOC CKIE&CRM",48
"3404",8,"BRYRS CRBSMRT ALMD I/C BAR",71
"3405",8,"BRYRS TIRAMISU GELATO",48
"3406",8,"BRYRS TRPL CHOC GELATO",38
"3407",8,"BRYRS VAN CRML GELATO",108
"3408",8,"CADBURY CARAMELLO RF IC BAR",14
"3409",8,"CADBURY CHOC ALMD RF IC BAR",10
"3410",8,"CHRSTMS MLK ICE CRM EGGNG",19
"3411",8,"CIAO BELLA KEY LIME GRHM GEL SQ",18
"3412",8,"CLEMMYS IC CHOC CHIP",5
"3413",8,"CLEMMYS IC CHOCOLATE",8
"3414",8,"CLEMMYS IC COFFEE",5
"3415",8,"CLEMMYS IC TSTD ALMOND",6
"3416",8,"CLEMMYS IC VANILLA BEAN",4
"3417",8,"COOLHAUS IC SNDWCH CHOC",14
"3418",8,"COOLHAUS IC SNDWCH PNTBTR",11
"3419",8,"COOLHAUS ICE CRM 3-BAR CH",8
"3420",8,"COOLHAUS ICE CRM 3-BAR M CH",8
"3421",8,"COOLHAUS ICE CRM BANA FSTR",11
"3422",8,"COOLHAUS ICE CRM BLSMC",3
"3423",8,"COOLHAUS ICE CRM CHOC MLTN",13
"3424",8,"COOLHAUS ICE CRM DRTY MNT",7
"3425",8,"COOLHAUS ICE CRM SLT CRML",4
"3426",8,"COOLHAUS ICE CRM SNDWCH BC",8
"3427",8,"COOLHAUS ICE CRM SNDWCH CS",12
"3428",8,"COOLHAUS ICE CRM SNDWCH DCM",19
"3429",8,"COOLHS ICECRM 3-BAR VMCH",9
"3430",8,"COOLHS ICECRM SNDWH VN BN",23
"3431",8,"DAN OIKO GRK FRZ YGRT CAF LATTE",11
"3432",8,"DAN OIKOS GRK FRZ YGRT CHOC",16
"3433",8,"DAN OIKOS GRK FRZN YGRT KEY LIME",18
"3434",8,"DAN OIKOS GRK FRZN YGRT STRWBRY",16
"3435",8,"DF MAVENS FRZN DSRT",17
"3436",8,"DF MAVENS FRZN DSRT ND",20
"3437",8,"DIANA BANABAS BABIES MLK CHOC",35
"3438",8,"DIANA BANANAS BABIES DRK CHOC",42
"3439",8,"DIANA BANANAS BABIES MLK CHOC W/PNUT",16
"3440",8,"DREYER NSA SC VAN BEAN",16
"3441",8,"DREYER POMEGRANATE BARS",91
"3442",8,"DREYER'S REAL STRWBRRIES",23
"3443",8,"DREYERS ASSORTED FRUIT BAR",87
"3444",8,"DREYERS BUTTER PECAN IC",30
"3445",8,"DREYERS COOKIE DOUGH",64
"3446",8,"DREYERS FRN VANILLA ICRM",27
"3447",8,"DREYERS FRT BAR COCONUT",69
"3448",8,"DREYERS FRUIT BAR STRAW",125
"3449",8,"DREYERS LIGHT BUTTER PECAN",43
"3450",8,"DREYERS LIGHT CHOCOLATE",31
"3451",8,"DREYERS LIGHT FRENCH VAN",13
"3452",8,"DREYERS LIGHT MINT",26
"3453",8,"DREYERS LIGHT ROCKY ROAD",39
"3454",8,"DREYERS LIGHT STRAWBERRY",8
"3455",8,"DREYERS LIMITED EDITION",3
"3456",8,"DREYERS LT CARM DELIGHT",53
"3457",8,"DREYERS LT VANILLA",94
"3458",8,"DREYERS MINT CHOC CHIP",79
"3459",8,"DREYERS NEAPOLITAN",25
"3460",8,"DREYERS NEST DRUMSTICK",4
"3461",8,"DREYERS NSA BUTTER PECAN",22
"3462",8,"DREYERS NSA FDG TRACKS",11
"3463",8,"DREYERS NSA VANILLA",38
"3464",8,"DREYERS ROCKY ROAD ICRM",23
"3465",8,"DREYERS VANILLA ICE CREAM",114
"3466",8,"DREYERS YOG KEY LIME PIE",7
"3467",8,"DREYRS SC YOG CRML PRALINE",19
"3468",8,"DRUMSTICK NESTLE CRUNCH DPED",149
"3469",8,"DRUMSTICK VANILLA",100
"3470",8,"DRYRD FRUIT BAR NSA VARIETY",155
"3471",8,"DRYRS LOADED BUTTERFINGER",42
"3472",8,"DRYRS LT S/CHRN CKIES/CRM",17
"3473",8,"DRYRS LT S/CHRN FDG TRACKS",30
"3474",8,"DRYRS LT S/CHRN LIMITED",2
