"","month","LongDes","sum(ItemQuant)"
"7543",16,"BRYRS CRBSMRT ALMD I/C BAR",57
"7544",16,"BRYRS TIRAMISU GELATO",44
"7545",16,"BRYRS TRPL CHOC GELATO",26
"7546",16,"BRYRS VAN CRML GELATO",55
"7547",16,"BUDGET SAVER TWIN POPS",211
"7548",16,"CHOCO TACO",20
"7549",16,"CLEMMYS IC TSTD ALMOND",2
"7550",16,"COOLHAUS IC SNDWCH CHOC",11
"7551",16,"COOLHAUS IC SNDWCH PNTBTR",17
"7552",16,"COOLHAUS ICE CRM 3-BAR M CH",4
"7553",16,"COOLHAUS ICE CRM BANA FSTR",35
"7554",16,"COOLHAUS ICE CRM BLSMC",24
"7555",16,"COOLHAUS ICE CRM CHOC MLTN",33
"7556",16,"COOLHAUS ICE CRM DRTY MNT",32
"7557",16,"COOLHAUS ICE CRM SLT CRML",23
"7558",16,"COOLHAUS ICE CRM SNDWCH BC",19
"7559",16,"COOLHAUS ICE CRM SNDWCH CS",19
"7560",16,"COOLHAUS ICE CRM SNDWCH DCM",12
"7561",16,"COOLHS ICECRM 3-BAR VMCH",7
"7562",16,"COOLHS ICECRM SNDWH VN BN",40
"7563",16,"DAIYA CHEESECAKE NEW YORK STYLE",2
"7564",16,"DAN OIKO GRK FRZ YGRT CAF LATTE",3
"7565",16,"DAN OIKOS GRK FRZ YGRT CHOC",28
"7566",16,"DAN OIKOS GRK FRZN YGRT STRWBRY",35
"7567",16,"DIANA BANABAS BABIES MLK CHOC",39
"7568",16,"DIANA BANANAS BABIES DRK CHOC",27
"7569",16,"DIANA BANANAS BABIES MLK CHOC W/PNUT",4
"7570",16,"DIPPIN DOTS RED BERRY",3
"7571",16,"DIVINO GELATO FLD BLK DIA PLUM",12
"7572",16,"DIVINO GELATO FLD ROMAN KIWI",11
"7573",16,"DIVINO SORBET FLD AMALFI LEMON",15
"7574",16,"DIVINO SRBT FLD APULIAN PCH",27
"7575",16,"DIVINO SRBT FLD CIACL TNGRN",7
"7576",16,"DREYER POMEGRANATE BARS",78
"7577",16,"DREYERS ASSORTED FRUIT BAR",91
"7578",16,"DREYERS BUTTER PECAN IC",31
"7579",16,"DREYERS FRN VANILLA ICRM",40
"7580",16,"DREYERS FRT BAR COCONUT",63
"7581",16,"DREYERS FRUIT BAR STRAW",152
"7582",16,"DREYERS LIGHT CHOCOLATE",49
"7583",16,"DREYERS LIMITED EDITION",28
"7584",16,"DREYERS MINT CHOC CHIP",74
"7585",16,"DREYERS NEAPOLITAN",36
"7586",16,"DREYERS ROCKY ROAD ICRM",38
"7587",16,"DREYERS VANILLA ICE CREAM",150
"7588",16,"DRUMSTICK NESTLE CRUNCH DPED",156
"7589",16,"DRUMSTICK VANILLA",96
"7590",16,"DRYRD FRUIT BAR NSA VARIETY",131
"7591",16,"F'REAL MILKSHAKE MINT CHOC CHIP 16Z",27
"7592",16,"F'REAL MLKSHK PMPKN CHSCKE",9
"7593",16,"FATBOY CRML PRTZL SUNDAE",20
"7594",16,"FATBOY JR SNDW VAN ICRM",32
"7595",16,"FATBOY SNDW KEY LIME ICRM",21
"7596",16,"FATBOY SNDW VAN PREM ICRM",88
"7597",16,"FREAL CAPPUCCINO COFFEE",18
"7598",16,"FREAL FRZN CAPP COFFEE 16OZ",18
"7599",16,"FREAL MALT MILKSHAKE",10
"7600",16,"FREAL MANGO SMOOTHIE",3
"7601",16,"FREAL MILKSHAKE CHOC",26
"7602",16,"FREAL MILKSHAKE CHOC 16OZ",26
"7603",16,"FREAL MILKSHAKE CHOC MLT 16OZ",10
"7604",16,"FREAL MILKSHAKE CKIES N CRM",77
"7605",16,"FREAL MILKSHAKE COOKIES N CRM 16OZ",77
"7606",16,"FREAL MILKSHAKE MINT",27
"7607",16,"FREAL MILKSHAKE REESES",26
"7608",16,"FREAL MILKSHAKE REESES BTR CUP16OZ",26
"7609",16,"FREAL MILKSHAKE STRW",13
"7610",16,"FREAL MILKSHAKE STWBRY 16OZ",13
"7611",16,"FREAL MILKSHAKE VAN",23
"7612",16,"FREAL MILKSHAKE VAN 16OZ",23
"7613",16,"FREAL SMOOTHIE MANGO 16OZ",3
"7614",16,"FREAL SMOOTHIE STRW BNA 16OZ",9
"7615",16,"FREAL STRW/BAN SMOOTHIE",9
"7616",16,"FRTARE STRW,MXD BRY,MILK",21
"7617",16,"FRUITTARE FRT MILK BANANA",30
"7618",16,"FRUITTARE REAL FRT MANGO",30
"7619",16,"GANDY I. CRM MOOSE TRACKS",102
"7620",16,"GANDY I.CRM CARAMEL CARIBOU",63
"7621",16,"GANDY I.CRM CHERRY VANILLA",34
"7622",16,"GANDY I.CRM NEAPOLITAN",44
"7623",16,"GANDY ICE CREAM STRWBRY",15
"7624",16,"GANDY ICE CRM CHOCOLATE",66
"7625",16,"GANDY ICE CRM VANILLA",219
"7626",16,"GANDY PNT CHOC CHP CKIE DGH",13
"7627",16,"GANDY SLIM & TRM VANILLA",39
"7628",16,"GANDY'S PINT BTTR PCN IC",11
"7629",16,"GANDY'S PINT CHOC IC",3
"7630",16,"GANDY'S PINT CKIE CRM IC",18
"7631",16,"GANDY'S PINT STRWBRY  IC",3
"7632",16,"GANDY'S PINT VAN  IC",5
"7633",16,"GANDYS VANILLA ICE CREAM 4QT",278
"7634",16,"GDPOP BANANA CINN 11OZ",10
"7635",16,"GDPOP CHOC MILK 11OZ",5
"7636",16,"GDPOP COFFEE 11OZ",6
"7637",16,"GDPOP HIBISCUS MINT 11OZ",7
"7638",16,"GDPOP STRWBRRY LMNADE 11OZ",6
"7639",16,"GDPOP STRWBRY 11OZ",7
"7640",16,"GDPOP WTRMELN AGAVE 11OZ",6
"7641",16,"GH POPSICLE SNOW CONE",2
"7642",16,"GOOD HUMOR GIANT VAN SNDWCH",38
"7643",16,"GOOD HUMOR KING CONE",17
"7644",16,"GOOD HUMOR OREO COOKIE BAR",18
"7645",16,"GOOD HUMOR STRWBRY SHRTCKE BAR",18
"7646",16,"HAAGEN DAZ CUP CHOC PNUT BTTR",205
"7647",16,"HAAGEN DAZ VAN YOGURT",5
"7648",16,"HAAGEN DAZS BTR PECAN",122
"7649",16,"HAAGEN DAZS CHOC ICE CREAM",94
"7650",16,"HAAGEN DAZS CHOC PNUT BTTR",50
"7651",16,"HAAGEN DAZS COFFEE IC",189
"7652",16,"HAAGEN DAZS CUP CHOCOLATE",201
"7653",16,"HAAGEN DAZS CUP COFFEE",230
"7654",16,"HAAGEN DAZS CUP VANILLA",261
"7655",16,"HAAGEN DAZS GELATO CUP SEA SLT CRML",29
"7656",16,"HAAGEN DAZS GELATO DRK CHOC CHP",16
"7657",16,"HAAGEN DAZS GELATO LIMONCELLO",3
"7658",16,"HAAGEN DAZS GELATO SEA SALT CRML",35
"7659",16,"HAAGEN DAZS GELATO STRACCIATELL",6
"7660",16,"HAAGEN DAZS ROCKY ROAD",35
"7661",16,"HAAGEN DAZS RUM RAISIN",74
"7662",16,"HAAGEN-DAZ VAN BEAN",48
"7663",16,"HAAGN DAZ GELATO CAPPUCCINO",24
"7664",16,"HAG DAZ VANILLA",179
"7665",16,"HAGEN DAZ CHOCOLATE",100
"7666",16,"HAGEN DAZ COFFEE",209
"7667",16,"HAGEN DAZ STWBRRY IC",144
"7668",16,"HAGEN DAZ VANILLA ICE CREAM",160
"7669",16,"HAGEN DAZS CHOC CHOC CHP",67
"7670",16,"HAGEN DAZS VAN SWSS ALMD",74
"7671",16,"HAGN DAZ GELATO BLK CHRY AMRTO",25
"7672",16,"HALO ICE CREAM CHOCO LT",43
"7673",16,"HALO ICE CREAM STRWBRY LT",52
"7674",16,"HD CARAMEL CONE CUP",128
"7675",16,"HGN DAZS CUP DULC DE LECHE",264
"7676",16,"HGN DZS GLT BR TRMS DC 3OZ",4
"7677",16,"HGN DZS GLT BR VNL CRM PZL 3OZ",34
"7678",16,"JULIES ICRM SANDWICH",18
"7679",16,"KEMPS FF CHOC FRZN YOG",28
"7680",16,"KEMPS FF CRML PRALINE YOG",30
"7681",16,"KEMPS FF NSA VAN YOG",49
"7682",16,"KEMPS FF STRW FRZN YOG",40
"7683",16,"KEMPS FF VAN FRZN YOG",70
"7684",16,"KEMPS LF BLK JCK CHRY YOG",43
"7685",16,"KEMPS LF BTTR PECAN YOG",24
"7686",16,"KEMPS LF CHOC ALMND",12
"7687",16,"KEMPS LF CRML BROWNIE YOG",25
"7688",16,"KEMPS LF MOOSE TRKS YOG",73
"7689",16,"KEMPS LF SEA SALT CRML YOG",41
"7690",16,"KEMPS LF VAN BEAN YOG",75
"7691",16,"KLNDK CKS CRM KANDY BAR",25
"7692",16,"KLNDK CRML PNUT KANDY BAR",40
"7693",16,"KLNDK FDGE CRNCH KANDY BR",13
"7694",16,"KLONDIKE HEATH BAR",75
"7695",16,"KLONDIKE KANDY KARAMEL BAR",18
"7696",16,"KLONDIKE MINT CHOC CHIP",51
"7697",16,"KLONDIKE ORIGINAL ICE CREAM BAR",9
"7698",16,"KLONDIKE ORIGINAL VAN",136
"7699",16,"KLONDIKE RED FAT NSA",43
"7700",16,"KLONDIKE VANILLA SANDWICH",203
"7701",16,"LCN BDAY CAKE ICRM SNDWCH",41
"7702",16,"LCN BIRTHDAY CAKE ICECRM",30
"7703",16,"LCN BIRTHDAY CAKE ICRM",57
"7704",16,"LCN CHOC MARBLE ICECREAM",49
"7705",16,"LCN CHOC MNT ICRM SNDWCH",58
"7706",16,"LCN CHOC SUNDAE CUPS",139
"7707",16,"LCN CHOCOLATE ICECREAM",65
"7708",16,"LCN CHOCOLATE ICRM",29
"7709",16,"LCN CKIES N CRM IC SNDWCH",126
"7710",16,"LCN CKIES N CRM ICECREAM",77
"7711",16,"LCN CKIES N CRM ICRM",45
"7712",16,"LCN FF CH CHIP BLK CHRY FY",18
"7713",16,"LCN FF CHOC FRZN YOGURT",17
"7714",16,"LCN FF VAN FRZN YOGURT",33
"7715",16,"LCN FUDGE BARS VALUE PACK",23
"7716",16,"LCN KEY LIME SHERBET",101
"7717",16,"LCN KRUNCH BARS",154
"7718",16,"LCN LF CKIES N CRM ICRM",18
"7719",16,"LCN LF MINT CHOC CHIP ICRM",37
"7720",16,"LCN LF VANILLA ICECREAM",33
"7721",16,"LCN MNT CHOC CHP ICRM",46
"7722",16,"LCN NEAPOLITAN ICECREAM",130
"7723",16,"LCN NEAPOLITAN ICRM",23
"7724",16,"LCN NEAPOLTIN ICRM SNDWCH",97
"7725",16,"LCN ORANGE BARS",173
"7726",16,"LCN PINEAPPLE SHERBET",73
"7727",16,"LCN RAINBOW SHERBET",133
"7728",16,"LCN ROCKY ROAD ICECREAM",30
"7729",16,"LCN RT BEER FLOAT BARS",84
"7730",16,"LCN STRAWBERRY IC",24
"7731",16,"LCN STRWBRY SUNDAE CUPS",98
"7732",16,"LCN TOFFEE BRITTLE BARS",80
"7733",16,"LCN VAN ICECREAM SNDWCH",262
"7734",16,"LCN VAN ICRM SNDWCH",271
"7735",16,"LCN VAN ORANGE SHERBET",38
"7736",16,"LCN VANILLA ICECREAM",338
"7737",16,"LCN VANILLA ICREAM",86
"7738",16,"LIFEWAY KEFIR TT MANGO",16
"7739",16,"LIFEWAY KEFIR TT ORIGINAL",5
"7740",16,"LIFEWAY KEFIR TT PMGRANT",29
"7741",16,"LIFEWAY KEFIR TT STRWBRY",9
"7742",16,"LUIGI'S CHC ITN ICE",11
"7743",16,"LUIGIS ITAL ICE VARTY PK",54
"7744",16,"LUIGIS ITALIAN ICE CHERRY",73
"7745",16,"LUIGIS ITALIAN ICE NS VRTY",36
"7746",16,"M/MAID SFT FRZN LEMONADE",62
"7747",16,"M/MAID SFT FRZN LIMEADE",28
"7748",16,"MAGNOLIA ICE CREAM CCNUT",6
"7749",16,"MAGNOLIA ICE CREAM TRPCL AVCDO",10
"7750",16,"MAGNOLIA ICE CREAM TRPCL UBE",18
"7751",16,"MAGNUM DBL CRML IC BARS",206
"7752",16,"MAGNUM GOLD 3PK",40
"7753",16,"MGNM MINI ALMND WHT VRTY",12
"7754",16,"MONSTER COOKIE  ORIGINAL",3
"7755",16,"MONSTER COOKIE CHOCOLOT",2
"7756",16,"MRS FIELDS COOKIE SANDWICH",12
"7757",16,"NE CLASSIC DRMSTICK COMBO",183
"7758",16,"NE CLASSIC DRMSTK VNLLA",313
"7759",16,"NESTLE LIL DRUM CHOC SWIRL",68
"7760",16,"ON BLBRY GREEK YOG BARS",42
"7761",16,"ON BLUBRY GRK FRZN YOG",11
"7762",16,"ON CHRY GREEK YOG BARS",43
"7763",16,"ON CHRY GRK FRZN YOG",13
"7764",16,"ON MNGO GRK FRZN YOG",8
"7765",16,"ON MXD BRY FRUIT VEG BARS",70
"7766",16,"ON ORNG MNG FRT VEG BARS",13
"7767",16,"ON PEACH FRUIT VEG BARS",20
"7768",16,"ON PEACH GRK FRZN YOG",14
"7769",16,"ON STRW FRUIT VEG BARS",28
"7770",16,"ON STRW GREEK YOG BARS",32
"7771",16,"ON STRW GRK FRZN YOG",3
"7772",16,"ON VAN GREEK YOG BARS",47
"7773",16,"ON VAN GRK FRZN YOG",6
"7774",16,"OSD ND CHOC VELVET OG",8
"7775",16,"OSD ND CREAMY VANILLA OG",22
"7776",16,"OSD ND NEOPOLITAN",5
"7777",16,"PE FDG SWRL DAIRY DSSRT",30
"7778",16,"PE NEAPOLITAN DAIRY DSSRT",28
"7779",16,"PE STRW DAIRY DESSERT",18
"7780",16,"PE VANILLA DAIRY DESSERT",95
"7781",16,"POPSICLE FIRECRACKER JR",39
"7782",16,"POPSICLE FUDGSICLE NSA",138
"7783",16,"POPSICLE OR/GR/CHRY",181
"7784",16,"POPSICLE S/F OR/CH/GR",272
"7785",16,"POPSICLE SCRIBBLERS",106
"7786",16,"POPSICLE SF ORG/CHRY/GRP",49
"7787",16,"POPSICLE SF TROPICALS",109
"7788",16,"PPSCLE REDS CHRY,RSP,STRW",87
"7789",16,"RBYS RCKT DSSRT FRZ GLXY",12
"7790",16,"RBYS RCKT DSSRT FRZ ORBT",25
"7791",16,"RBYS RCKT DSSRT FRZ RCK",28
"7792",16,"REESE'S ICE CREAM CUP",64
"7793",16,"RICE DREAM BITES VAN",14
"7794",16,"RICE DREAM VAN",7
"7795",16,"S.COW CHOC.VAN SANDWICH",77
"7796",16,"S/COW NSA VANILLA SANDWICH",47
"7797",16,"SCOOPS BANANA NUT",67
"7798",16,"SCOOPS BUTTER PECAN",36
"7799",16,"SCOOPS CHOCOLATE",59
"7800",16,"SCOOPS CHOCOLATE CHIP",35
"7801",16,"SCOOPS COOKIES & CREAM",92
"7802",16,"SCOOPS LOWFAT VANILLA",15
"7803",16,"SCOOPS MUDSLIDE COFFEE I/C",46
"7804",16,"SCOOPS NEOPOLITAN",81
"7805",16,"SCOOPS ROCKY ROAD",67
"7806",16,"SCOOPS STRAWBERRY",59
"7807",16,"SCOOPS TSTD ALMOND FUDGE",81
"7808",16,"SCOOPS VANILLA",253
"7809",16,"SCOOPS VANILLA FUDGE",47
"7810",16,"SK ICE CRM SAND LF VAN",31
"7811",16,"SKINNY COW COOKIES & CRM",71
"7812",16,"SKINNY COW FUDGE BAR",60
"7813",16,"SLIM A BEAR 100CAL VAN BAR",76
"7814",16,"SLIM ABEAR 100CA TOFF/FRVAN",121
"7815",16,"SNICKERS ICE CRM BARS",124
"7816",16,"SO BLISS FRZR POP 4PK CRRT AP",2
"7817",16,"SO BLISS FRZR POP 4PK HIBISCUS",9
"7818",16,"SO BLISS FRZR POP 4PK MANGO",4
"7819",16,"SO BLISS FRZR POP 4PK SWT TEA",2
"7820",16,"SO DEL BAR CNUT ICRM ALM",23
"7821",16,"SO DEL CNUT BAN SPLT MINI SNDW",18
"7822",16,"SO DEL COCNT CHOC ICRM",22
"7823",16,"SO DEL COCONT CKY DGH",44
"7824",16,"SO DEL COCONT MLK ICRM",17
"7825",16,"SO DEL COCONT MOCHA",31
"7826",16,"SO DEL COCONT VAN",56
"7827",16,"SO DELICIO SYICRM MIN SAN VAN",19
"7828",16,"SOY DELC CHOC OBESSN OG2",11
"7829",16,"STEVE DESSERT BANANA PUDDING",1
"7830",16,"STEVE DESSERT BRBN VANILLA",24
"7831",16,"STEVE DESSERT DRKLN BLKOUT",11
"7832",16,"STEVE DESSERT SALTY CRML",5
"7833",16,"STEVE ICE CRM BURNT SGR VNLLA",4
"7834",16,"STEVE ICE CRM DRK CHOC SLTY CRML",3
"7835",16,"STNYFLD FRZN YOG DRK CHOC",8
"7836",16,"STNYFLD LF MNT CHO YGRT OG2",10
"7837",16,"STNYFLD NF VAN FDG YGRT OG2",13
"7838",16,"STNYFLD NF VAN YOGRT OG2",12
"7839",16,"SWT FRDM VAN ICRM CONE",12
"7840",16,"SYDRM BTR PCAN DSERT",11
"7841",16,"TALENTI BLOOD ORANGE SORBETTO",36
"7842",16,"TALENTI GEL FUDGE BROWNIE",101
"7843",16,"TALENTI GELATO CARIBBEAN COCONUT",75
"7844",16,"TALENTI GELATO CH/PNT BTR CUP",88
"7845",16,"TALENTI GELATO CRML CKIE CRNCH",696
"7846",16,"TALENTI GELATO DBE DRK CHOC",78
"7847",16,"TALENTI GELATO DBL DRK CHOC",234
"7848",16,"TALENTI GELATO MILK CHOC",164
"7849",16,"TALENTI GELATO PISTACHIO",128
"7850",16,"TALENTI GELATO ROMAN RASP SORBETTO",404
"7851",16,"TALENTI GELATO SEA SALT",129
"7852",16,"TALENTI GELATO VANILLA BEAN",140
"7853",16,"TAMPICO TWIN POPS 3 FLVRS",31
"7854",16,"TCBY FYOG COOKIES N CREAM",30
"7855",16,"TCBY FYOG DBL CHOC CHNK",47
"7856",16,"TCBY FYOG DBL CLS VAN BEAN",50
"7857",16,"TCBY FYOG MINT CHOC CHIP",45
"7858",16,"TCBY FYOG SLTD CRML SWIRL",37
"7859",16,"TILLAMK ESPRESSO MOCHA ICRM",74
"7860",16,"TILLAMK MUDSLIDE ICRM",120
"7861",16,"TILLAMK OREGON STRW ICRM",75
"7862",16,"TILLAMK ROCKY ROAD ICRM",75
"7863",16,"TILLAMK VAN BEAN ICECREAM",334
"7864",16,"TILLAMK VAN CHOC CHIP ICREAM",246
"7865",16,"TILLAMOOK OR BLBRY PTCH ICRM",39
"7866",16,"TILLAMOOK OREGON BLK CHRY",46
"7867",16,"TILLMK CINN HORCHATA ICREAM",81
"7868",16,"TILLMK CKIES N CRM ICREAM",66
"7869",16,"TILLMK CRML BTR PCN ICREAM",89
"7870",16,"TILLMK DUTCH CHOC ICREAM",136
"7871",16,"TILLMK FIRESD SMORES ICREAM",52
"7872",16,"TILLMK MARIONBRY PIE ICREAM",22
"7873",16,"TILLMK MNT CHOC CHIP ICREAM",100
"7874",16,"TILLMK OLD FASH VAN ICREAM",333
"7875",16,"TILLMK TOFFEE CRNCH ICRM",88
"7876",16,"TLNTI GEL BLK RSP CHC CHP",60
"7877",16,"TOFUTTI CUTIES VANILLA",9
"7878",16,"WINKS FROZEN CAKE BATTER",23
"7879",16,"WINKS FROZEN CHOC MINT",7
"7880",16,"WINKS FROZEN CINNAMON BUN",6
"7881",16,"WINKS FROZEN COCOA DOUGH",21
"7882",16,"WINKS FROZEN ICED LATTE",13
"7883",16,"WONKA PUSH UP 9 CT BOX",67
"7884",16,"WW CANDY BARS 6/2 FL OZ",69
"7885",16,"WW CHOC SMTH BARS",32
"7886",16,"WW CKIES&CRM BARS",50
"7887",16,"WW DIVINE TRIPLE CHOCOLATE BARS",78
"7888",16,"WW DRK CHC DULCE DE LECHE",24
"7889",16,"WW DRK CHOC RSPB BARS",65
"7890",16,"WW ENGLSH TFEE CRCH BAR",137
"7891",16,"WW GIANT CHOC FUDGE BAR",125
"7892",16,"WW GIANT LATTE BAR",29
"7893",16,"WW SLTD CRML ICECRM BAR",92
"7894",16,"WW SNACK SIZE VAN FUDGE SWRL CONES",59
"7895",16,"WW SNK SZ CHOC FDG BARS",76
"7896",16,"WW SNK SZ VP ICE CRM SNDWCH",17
"7897",16,"WW STRW SMOOTHIE BARS",78
"7898",16,"WW VAN RND ICE CRM SNDWCH",131
"7899",17,"*CV*DIPPIN DOTS BAN SPLIT",33
"7900",17,"*CV*DIPPIN DOTS CHOC",31
"7901",17,"*CV*DIPPIN DOTS CKIE DGH",49
"7902",17,"*CV*DIPPIN DOTS CKIES/CRM",37
"7903",17,"*CV*DIPPIN DOTS ICE RNBW",56
"7904",17,"*CV*DIPPIN DOTS MINT CHOC",21
"7905",17,"*CV*DIPPIN DOTS VAN ICE CRM",35
"7906",17,"*D*BB SWT FRDM NSA FUDGE BAR 12CT",95
"7907",17,"*D*BR CHOC FUDGE ICRM",32
"7908",17,"*D*CHRSTMS ICE CRM EGGNG",18
"7909",17,"*D*CHRSTMS MLK ICE CRM EGGNG",20
"7910",17,"*D*XMAS EGGNG CHOC SWRL",9
"7911",17,"*D*XMAS MLK I CRM EGGNOG SEASLT CRM",11
"7912",17,"*D*XMAS MLK ICE CRM EGGNG FR VAN",18
"7913",17,"*R* DREYERS FRT BAR LIME",111
"7914",17,"*R* HD DULCE DE LECHE CARAMEL",56
"7915",17,"*R*DREYERS FRT BAR GRAPE",30
"7916",17,"*S*KEMP'S CINNAMON ICECREAM",24
"7917",17,"*S*TLNT EGG NG GLT",44
"7918",17,"*Z*BB FNWCH CKIES N CRM966620",26
"7919",17,"*Z*BB FNWCH VN CH CHIP966619",19
"7920",17,"*Z*EAT RT CHOC RASP 966533",58
"7921",17,"*Z*EAT RT TOFF CRNCH 966531",56
"7922",17,"ALDENS IC SALTED CARAMEL",8
"7923",17,"ALDENS ICE CREAM CHOC CHP",6
"7924",17,"ALDENS ICE CREAM CKIE CRM",11
"7925",17,"ALDENS ICE CREAM VANILLA",42
"7926",17,"ALDENS ICRM MINT CHIP OG2",24
"7927",17,"ALMOND DREAM CAPP SWIRL",21
"7928",17,"ALMOND DREAM CHOC",17
"7929",17,"ALMOND DREAM CHOC BITES",25
"7930",17,"ALMOND DREAM PRLN CRNCH",24
"7931",17,"ALMOND DREAM VNLA",29
"7932",17,"ALMOND DREAM VNLA BITE",6
"7933",17,"ARTIC ZERO ICE CRM BUTTERY PECAN",23
"7934",17,"ARTIC ZERO ICE CRM CHOC PNUT BTR",79
"7935",17,"ARTIC ZERO ICE CRM COOKIE N CRM",61
"7936",17,"ARTIC ZERO ICE CRM COOL MINT CHIP",29
"7937",17,"ARTIC ZERO ICE CRM LIL BIT CHIPPY",25
"7938",17,"ARTIC ZERO ICE CRM SEA SLT CRMEL",47
"7939",17,"ARTIC ZERO ICE CRM VANILLA",46
"7940",17,"ARTIC ZERO ICE CRMCOOKIE DOUGH CHIP",63
"7941",17,"B BELL ASST GOLD ICE CRM HG",10198
"7942",17,"B BELL BROWN RIM I/CREAM HG",2000
"7943",17,"B BUNNY MINI SWRL VAN CONES",144
"7944",17,"B&J BAN P/BTR GRK YOG",39
"7945",17,"B&J BLBRY VAN GRHM GRK YOG",42
"7946",17,"B&J CHEESECAKE BROWNIE",77
"7947",17,"B&J CHERRY GARCIA",186
"7948",17,"B&J CHERRY GARCIA CUP",239
"7949",17,"B&J CHOC FDG BROWNIE",174
"7950",17,"B&J CHOC FDG BROWNIE CUP",233
"7951",17,"B&J CHOCC CHP COOKIE DOUGH",157
"7952",17,"B&J CHUNKY MONKEY",121
"7953",17,"B&J CINNAMON BUNS",90
"7954",17,"B&J COFFEE BUZZ",57
"7955",17,"B&J COFFEE W/HEATH",81
"7956",17,"B&J COOKIE DOUGH CUP",233
"7957",17,"B&J FY CHERRY GARCIA",202
"7958",17,"B&J KARAMEL SUTRA",77
"7959",17,"B&J MILK & COOKIES",157
"7960",17,"B&J NEW YORK SUPER FUDGE",63
"7961",17,"B&J PEANUT BUTTER CUP",50
"7962",17,"B&J PHISH FOOD PT",157
"7963",17,"B&J PNT BTTH CK CR",54
"7964",17,"B&J PNT BTTR FUDGE CORE",130
"7965",17,"B&J RASP FDG CHNK GRK YOG",25
"7966",17,"B&J RED VELVET CAKE ICE CRM",57
"7967",17,"B&J SLTD CARAMEL CORE",95
"7968",17,"B&J STPHN COLBRT AMRICNE DREAM",146
"7969",17,"B&J STRW SHRCK GRK YOG",45
"7970",17,"B&J THE TONITE DGH",234
"7971",17,"B&J VANILLA",40
"7972",17,"B/BNY SWT FREEDOM VAN SNK SZ CONES",58
"7973",17,"BASKIN ROBBIN VANILLA",18
"7974",17,"BASKIN ROBIN CHOC ICECREAM",38
"7975",17,"BB BDAY PARTY SNDWCH",48
"7976",17,"BB BORDEAUX CHRY CHOC",136
"7977",17,"BB CHAMP VAR PK CONES",73
"7978",17,"BB CHOC & VAN CUPS 12CT",815
"7979",17,"BB CHOC LOVERS ICRM SNDWCH",62
"7980",17,"BB MINI SWIRL CONE CHOC",118
"7981",17,"BB MINI SWIRL CRML CONES",82
"7982",17,"BB MINI SWRL BDAY PRTY CONE",82
"7983",17,"BB PREM BUNNY TRACKS",162
"7984",17,"BB PREM BUTTER PECAN",138
"7985",17,"BB PREM CHUNKY CHOC CHIP",97
"7986",17,"BB PREM COOKIES N CREAM",157
"7987",17,"BB PREM DBL STRWBRY",103
"7988",17,"BB PREM HOMEMADE CHOC",163
"7989",17,"BB PREM HOMEMADE VAN",237
"7990",17,"BB PREM MINT CHOC CHIP",224
"7991",17,"BB PREM NEAPOLITAN",67
"7992",17,"BB PREM PNUT BTTR PANIC",164
"7993",17,"BB PREM ROCKY ROAD",134
"7994",17,"BB PREM TSTD ALMND FUDGE",147
"7995",17,"BB RNBOW SHERBET CUPS 12CT",140
"7996",17,"BB SMPLY VAN SNCWCH",173
"7997",17,"BB SWEET FREEDOM VAN",133
"7998",17,"BB SWT FRDM BAN SPLIT",65
"7999",17,"BB SWT FRDM BTR PECAN",104
"8000",17,"BB SWT FRDM BUNNY TRACKS",103
"8001",17,"BB SWT FRDM NSA FUDGE BAR",95
"8002",17,"BB SWT FRDM VAN IC SNDWCH",204
"8003",17,"BB TRPL DLGHT SNDWCH",100
"8004",17,"BBELL ASST FLAVOR PINTS",8362
"8005",17,"BBNY CARAMEL KRUNCH BARS",54
"8006",17,"BBNY CHAMP CONE VAN",71
"8007",17,"BBNY FUDGE BARS",49
"8008",17,"BBNY SF NSA VAN KRUNCH BAR",110
"8009",17,"BBNY SWT FRDM NSA VAN BAR",111
"8010",17,"BBUNNY PREM PIST ALMOND",86
"8011",17,"BDGT SAVER SF TWIN POPS",94
"8012",17,"BDGT SAVER TWN POPS BAN",103
"8013",17,"BDGT SVR MONSTR CHOC FDGE",28
"8014",17,"BJ SMORES",120
"8015",17,"BL BNY BLUE RIBBON CLSC STAR BAR",55
"8016",17,"BL BNY BRC VAN SUNDAE CONE",123
"8017",17,"BL BUNNY PREM VAN BEAN",353
"8018",17,"BL BUNNY VAN ICRM CUPS 12CT",90
"8019",17,"BLUE BELL HMADE VAN CUPS 12CT",597
"8020",17,"BLUE BUNNY BIG FUDGE BARS",131
"8021",17,"BLUE BUNNY LIME SHERBET",106
"8022",17,"BLUE BUNNY ORANGE DREAM BAR 2.25OZ",88
"8023",17,"BLUE BUNNY ORANGE SHERBET",128
"8024",17,"BLUE BUNNY ORIG BOMB POP",406
"8025",17,"BLUE BUNNY PREM VAN",321
"8026",17,"BLUE BUNNY RAINBOW SHERBET",124
"8027",17,"BLUE BUNNY RASPBERRY SHERBET",95
"8028",17,"BOMB POP HWN PNCH",85
"8029",17,"BOMB POP WARHEADS POPS",67
"8030",17,"BOMB POPS WATERMELON",67
"8031",17,"BR BUTTER PECAN",39
"8032",17,"BR CHOC CHIP CKIE DGH",110
"8033",17,"BR CHOC CHIP ICRM",74
"8034",17,"BR COOKIES N CREAM",32
"8035",17,"BR GOLD MEDAL RIBBON",85
"8036",17,"BR JAMOCA ALMND FUDGE",85
